[English Term]	[Arabic Translation]	[Sentiment Score]	[Positive Occurrence Count]	[Negative Occurrence Count]
mexi	مكسي	0.478	3	3
sliver	شظية	0.478	3	3
#pressured	#ضغوط	0.478	1	1
coil	ملف	0.478	2	2
foetus	جنين	0.478	1	1
compatibility	التوافق	0.478	1	1
spades	المجارف	0.478	3	3
physicality	البدنية	0.478	1	1
hampden	هامبدن	0.478	6	6
harpoon	رمح لصيد الحيتان	0.478	1	1
reused	إعادة استخدامها	0.478	1	1
crim	ومنهم كريم	0.478	2	2
iss	محطة الفضاء الدولية	0.478	12	12
sufferers	الذين يعانون من	0.478	2	2
#galaxy	#المجرة	0.478	1	1
talents	المواهب	0.478	21	21
medallion	رصيعة	0.478	3	3
abdo	عبده	0.478	1	1
winds	الرياح	0.478	15	15
penniless	مفلس	0.478	2	2
#boomers	#جيل_الطفرة_السكانية	0.478	1	1
#teen	#في_سن_المراهقة	0.478	2	2
#vets	#الاطباء_البيطريون	0.478	1	1
mtc	شركة الاتصالات المتنقلة	0.478	2	2
gasoline	بنزين	0.478	8	8
#tutor	#مدرس	0.478	2	2
bryce	برايس	0.478	9	9
digimon	ديجمون	0.478	1	1
fugue	فوغا موسيقى	0.478	1	1
authorized	مخول	0.478	1	1
#satirical	#الساخرة	0.478	1	1
#list	#قائمة	0.478	1	1
keene	كين	0.478	2	2
dynamics	دينامية	0.478	2	2
eddy	دوامة	0.478	6	6
#northern	#شمالي	0.478	1	1
grand	كبير	0.478	125	125
mariam	مريم	0.478	1	1
tracing	البحث عن المفقودين	0.478	1	1
#square	#مربع	0.478	1	1
#nespresso	#نسبرسو	0.478	1	1
#imessage	#الكتروني	0.478	1	1
colon	القولون	0.478	4	4
citations	الاستشهادات	0.478	1	1
heavyweights	الوزن الثقيل	0.478	1	1
ands	يستخدم المعامل	0.478	1	1
shanghai	شنغهاي	0.478	3	3
hippopotamus	برنيق	0.478	1	1
blackouts	انقطاع التيار الكهربائي	0.478	1	1
karla	كارلا	0.478	2	2
#romania	#رومانيا	0.478	1	1
zizi	زيزي	0.478	1	1
cayenne	حريف	0.478	2	2
#dab	#ربت	0.478	1	1
marrying	الزواج	0.478	29	29
bulb	مصباح	0.478	9	9
#finale	#خاتمة	0.478	2	2
shool	اجباتها المدرسية	0.478	1	1
shel	شيل	0.478	1	1
arabs	العرب	0.478	4	4
clearer	أكثر وضوحا	0.478	5	5
cosmetologist	التجميل	0.478	1	1
sovereignty	سيادة	0.478	1	1
forecasted	التوقعات	0.478	2	2
parched	عطشان	0.478	2	2
#hotstuff	#الاشياء_الساخنة	0.478	1	1
duals	الثنائيون	0.478	1	1
#close	#أغلق	0.478	1	1
kol	كول	0.478	2	2
theological	لاهوتي	0.478	2	2
#contacts	#الاتصالات	0.478	1	1
#rango	#رانغو	0.478	1	1
recognising	الاعتراف	0.478	1	1
hehehe	ههه	0.478	13	13
eamon	ايمون	0.478	1	1
pisces	الحوت	0.478	2	2
tilted	يميل	0.478	2	2
traced	تتبعت	0.478	1	1
ithaca	إيثاكا	0.478	3	3
rockafella	روكافيلا	0.478	1	1
#san	#سان	0.478	1	1
#yogurt	#زبادي	0.478	1	1
fap	يندرج	0.478	4	4
csr	المسؤولية الاجتماعية للشركات	0.478	1	1
ge	جنرال الكتريك	0.478	6	6
cynthia	سينثيا	0.478	2	2
whiles	البرهة	0.478	1	1
afff	رغاوي مكافحة الحرائق	0.478	2	2
markings	علامات	0.478	1	1
hangouts	دردشة الفيديو الجماعية	0.478	1	1
pungent	لاذع	0.478	1	1
hurr	الحر	0.478	6	6
fay	جنية	0.478	3	3
tribune	منبر	0.478	2	2
#adam	#آدم	0.478	1	1
#chris	#كريس	0.478	1	1
adjusting	تعديل	0.478	2	2
visiter	فيستر	0.478	1	1
filton	فيلتون	0.478	1	1
#grinding	#طحن	0.478	2	2
#heatwave	#موجة_الحر	0.478	1	1
scolds	سليطات اللسان	0.478	1	1
bantz	بانتز	0.478	1	1
goblet	كأس	0.478	3	3
gulp	بلع	0.478	7	7
#una	#أونا	0.478	1	1
questionnaire	استطلاع	0.478	1	1
doodles	رسومات الشعار المبتكرة	0.478	1	1
oriental	شرقي	0.478	2	2
soften	تليين	0.478	1	1
#huntsman	#صياد	0.478	1	1
machete	منجل	0.478	3	3
transfered	نقلها	0.478	1	1
shamar	شمر	0.478	1	1
veh	شتوتجارت	0.478	1	1
cruises	رحلات	0.478	4	4
riveting	التثبيت	0.478	3	3
dialogue	حوار	0.478	9	9
oversight	مراقبة	0.478	1	1
hoot	صاح	0.478	7	7
staging	انطلاق	0.478	3	3
nabbed	القبض	0.478	1	1
jj	ي ي	0.478	13	13
#workplace	#مكان_العمل	0.478	1	1
watson	واتسون	0.478	14	14
internationally	دوليا	0.478	2	2
interpreting	تفسير	0.478	1	1
choi	تشوي	0.478	1	1
#ask	#تطلب	0.478	1	1
exchanging	تبادل	0.478	3	3
headbutting	اعتدائه	0.478	4	4
centimeters	سم	0.478	1	1
photographs	الصور	0.478	4	4
unionized	نقابات	0.478	1	1
undies	الملابس الداخلية	0.478	15	15
facetious	طريف	0.478	1	1
bantam	قزم	0.478	1	1
intonation	ترنيم	0.478	1	1
weightman	ويتمان	0.478	1	1
enoch	اينوك	0.478	1	1
#futurecareer	#مهنة_المستقبل	0.478	1	1
incoming	الوارد	0.478	8	8
brittney	بريتني	0.478	4	4
fixes	إصلاحات	0.478	11	11
#shock	#صدمة	0.478	5	5
#idont	#أنا_لا	0.478	2	2
stowe	ستو	0.478	1	1
surpasses	تفوق	0.478	2	2
danity	دانتى	0.478	1	1
fergus	فيرغوس	0.478	1	1
#trafford	#ترافورد	0.478	1	1
#come	#تأتي	0.478	3	3
alejandro	اليخاندرو	0.478	1	1
#detroit	#ديترويت	0.478	7	7
#homosexual	#مثلي_الجنس	0.478	1	1
#hectic	#محموم	0.478	2	2
thers	تو جد	0.478	3	3
rears	المؤخرات	0.478	1	1
abcs	أبجديات	0.478	1	1
lamberts	مبرتس	0.478	1	1
luger	وغر	0.478	1	1
puncher	الناخس	0.478	1	1
#curled	#كرة_لولبية	0.478	1	1
cram	حشر	0.478	11	11
ore	خامة	0.478	2	2
pleases	يسر	0.478	2	2
bren	برين	0.478	3	3
findings	النتائج	0.478	2	2
onn	أون	0.478	3	3
simulating	محاكاة	0.478	1	1
#franchise	#امتياز	0.478	1	1
puddings	الكاسترد	0.478	5	5
pse	سوق فلسطين	0.478	1	1
organizer	منظم	0.478	1	1
freebie	الهدية الترويجية	0.478	6	6
#russian	#الروسية	0.478	2	2
spaniard	الأسباني	0.478	2	2
monotonous	رتيب	0.478	1	1
substantially	جوهريا	0.478	1	1
campuses	حرم	0.478	1	1
basemen	الباسيمين	0.478	1	1
magnolia	شجرة المغنولية	0.478	2	2
rejuvenated	تجدد شبابها	0.478	2	2
fifi	فيفي	0.478	2	2
hillside	جانب التل	0.478	2	2
#conditions	#الظروف	0.478	1	1
protagonist	بطل الرواية	0.478	2	2
#south	#جنوب	0.478	1	1
brawling	المشاجرة	0.478	2	2
greased	مدهون	0.478	2	2
lega	يجا	0.478	1	1
#noodles	#الشعرية	0.478	1	1
#predict	#تنبؤ	0.478	1	1
memento	تذكار	0.478	1	1
saws	مناشير	0.478	1	1
superstitious	خرافي	0.478	2	2
wirelessly	لاسلكيا	0.478	1	1
dixie	ديكسي	0.478	12	12
juror	محلف	0.478	1	1
dulles	دالاس	0.478	1	1
#both	#على_حد_سواء	0.478	2	2
chimps	الشمبانزي	0.478	1	1
#president	#رئيس	0.478	4	4
#frills	#زخرفة	0.478	1	1
potluck	حواضر البيت	0.478	3	3
dod	وزارة الدفاع	0.478	2	2
#musician	#موسيقي	0.478	1	1
ejection	طرد	0.478	1	1
#compromise	#حل_وسط	0.478	1	1
attorney	محام	0.478	4	4
tamika	تاميكا	0.478	1	1
meta	ميتا	0.478	1	1
surpass	تجاوز	0.478	1	1
proffesional	محترفون	0.478	1	1
#scream	#صرخة	0.478	2	2
#snipe	#قنص	0.478	1	1
#or	#أو	0.478	16	16
cardo	كاردو	0.478	1	1
huffy	غضبان	0.478	1	1
rockland	روكلاند	0.478	2	2
located	تقع	0.478	9	9
#farmer	#مزارع	0.478	1	1
cumulative	تراكمي	0.478	2	2
californian	كاليفورنيا	0.478	3	3
regain	استعادة	0.478	6	6
#doll	#دمية	0.478	1	1
bodybuilder	كمال الاجسام	0.478	2	2
conceal	إخفاء	0.478	1	1
jailbird	سجين	0.478	2	2
canvases	اللوحات	0.478	2	2
markup	العلامات	0.478	1	1
#honored	#تكريم	0.478	3	3
welding	لحام	0.478	2	2
#songwriters	#كتاب_الأغاني	0.478	1	1
ornery	مشاكس	0.478	1	1
narrates	يروي	0.478	1	1
#lifetime	#حياة	0.478	1	1
greenhouse	دفيئة	0.478	2	2
netted	احرز	0.478	2	2
ach	منظمة العمل ضد الجوع	0.478	2	2
welded	ملحومة	0.478	1	1
kinetic	حركي	0.478	1	1
clauses	شروط	0.478	1	1
wheni	عندما	0.478	1	1
uhoh	اه اوه	0.478	2	2
alain	آلان	0.478	2	2
#standard	#معيار	0.478	17	17
#risk	#خطر	0.478	1	1
lp	ليرة لبنانية	0.478	6	6
#retired	#متقاعد	0.478	1	1
shorten	قصر	0.478	4	4
elective	اختياري	0.478	3	3
traction	جر	0.478	2	2
#haunted	#تطارده_الاشباح	0.478	1	1
#asos	#أسوس	0.478	1	1
frazer	فريزر	0.478	1	1
bladders	قربة	0.478	1	1
neighboring	مجاور	0.478	1	1
albertsons	البرتسونس	0.478	1	1
#socks	#جورب	0.478	2	2
motherly	رؤوم	0.478	1	1
bonet	بونيت	0.478	1	1
bouche	فم	0.478	1	1
striping	شريطية	0.478	1	1
somers	سومرز	0.478	2	2
aden	عدن	0.478	1	1
glistening	لامعة	0.478	1	1
tranquilizer	مهدئ للأعصاب	0.478	1	1
basmati	البسمتي	0.478	1	1
dar	دار	0.478	3	3
#organised	#منظم	0.478	2	2
walrus	حصان البحر	0.478	5	5
frida	فريدا	0.478	1	1
shirk	الشرك	0.478	1	1
mows	يقص	0.478	1	1
#after	#بعد	0.478	1	1
echoes	أصداء	0.478	4	4
#tiny	#صغير	0.478	1	1
rinds	القشور	0.478	1	1
reddick	ريديك	0.478	1	1
hersheys	هيرشي	0.478	1	1
chet	تشيت	0.478	1	1
espically	اسبيكالي	0.478	1	1
technicolor	تكنيكولور	0.478	1	1
marquise	المركيزة زوجة المركيز	0.478	1	1
boar	الخنزير	0.478	1	1
#yep	#موافق	0.478	9	9
lola	لولا	0.478	15	15
sheik	الشيخ	0.478	1	1
tandem	ترادفيا	0.478	2	2
hawk	صقر	0.478	18	18
omni	اومني	0.478	2	2
oran	وهران	0.478	1	1
#sliced	#مقطع_إلى_شرائح	0.478	1	1
snugly	بشكل مريح	0.478	1	1
watermark	العلامة المائية	0.478	1	1
mashallah	ما شاء الله	0.478	1	1
samuel	صموئيل	0.478	11	11
masher	هراسة	0.478	1	1
#practical	#عملي	0.478	1	1
hemisphere	نصف كرة	0.478	3	3
rub	فرك	0.478	120	120
alrdy	الردى	0.478	4	4
annotating	التأشير	0.478	1	1
gout	نقرس	0.478	2	2
beached	الشاطئ	0.478	2	2
#tyler	#تايلر	0.478	1	1
shd	التنمية البشرية المستدامة	0.478	1	1
#sugardaddy	#سكر_أبي	0.478	1	1
#nerds	#المهووسين	0.478	2	2
mista	ميستا	0.478	1	1
lina	لينا	0.478	1	1
#towed	#مسحوب	0.478	1	1
ashland	آشلاند	0.478	1	1
mites	العث	0.478	1	1
#slippers	#شباشب	0.478	1	1
#stripping	#تعرية	0.478	1	1
pinpoint	رأس الدبوس	0.478	1	1
rocca	جرجير	0.478	1	1
romantically	عاطفية	0.478	1	1
menstruation	حيض	0.478	1	1
cantina	الكانتين	0.478	5	5
gana	جانا	0.478	5	5
posture	وضع	0.478	6	6
gaylord	جايلورد	0.478	1	1
optimism	التفاؤل	0.478	12	12
#pressed	#مضغوط	0.478	1	1
#musicians	#الموسيقيين	0.478	1	1
petri	بتري	0.478	1	1
meatpacking	تعليب اللحوم	0.478	2	2
lez	ليز	0.478	1	1
bantu	البانتو	0.478	1	1
fatso	فاتسو	0.478	1	1
landings	هبوط	0.478	1	1
acquaintance	معرفة	0.478	2	2
wellard	ويلارد	0.478	1	1
irene	إيرين	0.478	3	3
#customer	#زبون	0.478	5	5
stillness	سكون	0.478	1	1
longevity	طول العمر	0.478	1	1
steeve	ستيف	0.478	1	1
drownings	الغرق	0.478	1	1
#l	#ل	0.478	3	3
juste	جوست	0.478	3	3
#realizing	#تحقيق	0.478	1	1
#talks	#محادثات	0.478	1	1
#supper	#عشاء	0.478	1	1
hoagies	هوجيس	0.478	2	2
dupe	مغفل	0.478	2	2
maintence	ماينتينسي	0.478	1	1
#egyptian	#مصري	0.478	1	1
blazed	اشتعلت النار	0.478	3	3
circular	دائري	0.478	2	2
mormons	المورمون	0.478	1	1
socked	مضروب	0.478	2	2
growl	تذمر	0.478	4	4
#berlin	#البرلينية	0.478	3	3
#pollution	#التلوث	0.478	1	1
#dyslexic	#ديليكسيا	0.478	1	1
outline	الخطوط العريضة	0.478	13	13
balboa	بالبوا	0.478	1	1
#fixed	#ثابت	0.478	1	1
chess	شطرنج	0.478	14	14
omlette	مفرومة	0.478	2	2
frantically	محموم	0.478	3	3
ow	آه	0.478	20	20
#tippingpoint	#تيبينغ_بوينت	0.478	1	1
kaz	كازاخستان	0.478	1	1
ordinarily	عادة	0.478	1	1
sails	أشرعة	0.478	1	1
faithfully	بأمانة	0.478	3	3
dor	الدر	0.478	2	2
rucksack	حقيبة ظهر	0.478	2	2
#dg	#المديرية_العامة_لل	0.478	2	2
manger	معلف	0.478	6	6
aztec	ازتيك	0.478	2	2
famu	[فمو]	0.478	1	1
tabi	تأبى	0.478	1	1
#disown	#تنكر	0.478	1	1
accusers	المشتكون	0.478	1	1
sled	مزلقة	0.478	4	4
hollers	الصرخات	0.478	1	1
cris	كريس	0.478	1	1
stilling	التسكين	0.478	1	1
darting	الإندفاع	0.478	1	1
capitalized	رسملة	0.478	1	1
londoners	لندن	0.478	2	2
oozing	ترشح	0.478	2	2
#seven	#سبعة	0.478	1	1
mutually	متبادل	0.478	1	1
#slightly	#قليلا	0.478	1	1
concussed	بالارتجاج	0.478	2	2
stubbing	الإستئصال	0.478	1	1
kendricks	كيندريكس	0.478	1	1
#asleep	#نائم	0.478	1	1
crete	جزيرة كريت	0.478	3	3
ohgod	يا إلهي	0.478	1	1
tripoli	طرابلس	0.478	1	1
skim	المقشود	0.478	6	6
#generous	#كريم	0.478	1	1
transfering	بنقلها	0.478	1	1
#inventor	#مخترع	0.478	1	1
#swim	#سباحة	0.478	2	2
horseriding	ركوب الخيل	0.478	1	1
arther	آرثر	0.478	1	1
ziggy	زيغي	0.478	4	4
twilights	الشفق	0.478	5	5
homestead	منزل	0.478	4	4
hilfiger	هيلفيغر	0.478	3	3
nutri	نوتري	0.478	2	2
bipartisan	مؤيد من الحزبين	0.478	1	1
#cincy	#سنسي]	0.478	1	1
tipsy	سكران	0.478	23	23
wus	خدمة الجامعية العالمية	0.478	1	1
leaved	ذو أوراق	0.478	1	1
potentials	الإمكانيات	0.478	1	1
#grease	#شحم	0.478	3	3
nomatter	لا يهم	0.478	2	2
#newcastle	#نيوكاسل	0.478	1	1
splurge	تفاخر	0.478	3	3
judy	جودي	0.478	16	16
misspent	مبذر	0.478	1	1
excitable	سريع الانفعال	0.478	2	2
bucci	بوتشي	0.478	1	1
tod	تود	0.478	2	2
zipped	مضغوط	0.478	1	1
#sonofabitch	#ابن_العاهرة	0.478	1	1
fotos	المزيد من الصور	0.478	1	1
interpersonal	العلاقات الشخصية	0.478	1	1
equated	ساوى	0.478	1	1
exaggerates	يبالغ	0.478	1	1
unreasonably	غير معقول	0.478	1	1
ksl	كسل	0.478	1	1
overcrowded	مكتظ	0.478	2	2
scripts	مخطوطات	0.478	4	4
quads	الكواد	0.478	2	2
penetrates	تخترق	0.478	1	1
spartan	إسبارطي	0.478	4	4
captin	كابتن	0.478	1	1
stature	مكانة	0.478	1	1
doctoral	حالم الدكتوراه	0.478	1	1
savor	تذوق	0.478	1	1
illuminated	مضيئة	0.478	1	1
portrays	يصور	0.478	2	2
demonstrate	تظاهر	0.478	3	3
diminished	تضاءلت	0.478	1	1
camille	كميل	0.478	2	2
roll	لفة	0.478	390	390
#burned	#حرق	0.478	1	1
#relate	#ربط	0.478	1	1
loch	بحيرة في الا سكتلندية	0.478	4	4
phantoms	الخيالات	0.478	1	1
#moes	#[موس]	0.478	1	1
#tat	#ملابس_رثة	0.478	1	1
hickory	جوز	0.478	3	3
ovary	مبيض	0.478	1	1
flower	زهرة	0.478	40	40
pollock	بولوك	0.478	1	1
raza	رضا	0.478	1	1
#apparently	#كما_يبدو	0.478	1	1
spicing	تتبيل	0.478	1	1
stanley	ستانلي	0.478	16	16
whippers	خلاطات	0.478	1	1
prepares	تستعد	0.478	1	1
kena	قنا	0.478	2	2
stormtrooper	العاصفة	0.478	1	1
ankeny	انكيني	0.478	1	1
kennesaw	كينيساو	0.478	1	1
carding	تمشيط	0.478	1	1
sallies	الإندفاعات	0.478	1	1
tabletop	الطاولة	0.478	1	1
jazzi	الجازي	0.478	1	1
surgeons	الجراحين	0.478	3	3
overworked	منهك	0.478	2	2
#jinglebells	#اجراس_الميلاد	0.478	1	1
niagara	نياجرا	0.478	9	9
vietcong	الفيتكونغ	0.478	1	1
emmental	إيمنتال	0.478	1	1
wos	فوس	0.478	1	1
beginners	مبتدئين	0.478	3	3
#bmw	#بي_ام_دبليو	0.478	2	2
#takecare	#اعتن_بنفسك	0.478	2	2
atitude	أتيتودي	0.478	2	2
meyer	ماير	0.478	6	6
dario	داريو	0.478	1	1
establishments	المؤسسات	0.478	2	2
overkill	مبالغة شديدة	0.478	2	2
aforementioned	مذكور آنفا	0.478	2	2
#therapist	#المعالج	0.478	1	1
#promise	#وعد	0.478	8	8
canaries	الكناري	0.478	1	1
homey	الزميل	0.478	3	3
stashed	مخبأة	0.478	1	1
beneficial	مفيد	0.478	4	4
cupped	المقعر	0.478	4	4
abilene	أبيلين	0.478	2	2
#anderson	#اندرسون	0.478	1	1
voluptuous	حسي	0.478	1	1
mural	جدارية	0.478	1	1
evaporate	تبخر	0.478	1	1
#elephant	#فيل	0.478	1	1
relived	معيش	0.478	3	3
cardi	كاردات	0.478	1	1
#howdareyou	#كيف_تجرؤ	0.478	1	1
phill	فيل	0.478	4	4
template	قالب	0.478	1	1
#pic	#صور	0.478	1	1
possessing	تمتلك	0.478	2	2
billboard	لوحة	0.478	8	8
superintendent	المراقب	0.478	2	2
vallejo	فاييخو	0.478	1	1
roping	الشد	0.478	1	1
equipped	مسلح	0.478	2	2
waits	ينتظر	0.478	16	16
swallows	يبتلع	0.478	2	2
#comeover	#تعال_إلى_هنا	0.478	1	1
#any	#أي	0.478	1	1
#praytogod	#دعاء_لله	0.478	1	1
allotted	المخصص	0.478	1	1
trickling	يتقاطرون	0.478	1	1
reload	تحميل	0.478	4	4
#thebigbangtheory	#تظرية_الانفجار_العظيم	0.478	3	3
communities	المجتمعات	0.478	5	5
coconuts	جوز الهند	0.478	2	2
chola	تشولا	0.478	2	2
logically	منطقيا	0.478	1	1
combe	كومب	0.478	1	1
erupted	اندلعت	0.478	2	2
suburb	ضاحية	0.478	2	2
hoarse	أجش	0.478	3	3
nutcase	غريب الأطوار	0.478	1	1
freefall	سقوط حر	0.478	1	1
#elevation	#ارتفاع	0.478	1	1
ato	أتو	0.478	2	2
kor	جمهورية كوريا	0.478	1	1
#youdont	#لم_تكن	0.478	1	1
lawmaker	مشرع	0.478	1	1
coyne	كوين	0.478	1	1
namin	نامين	0.478	1	1
#harvard	#هارفارد	0.478	1	1
fords	المعابر	0.478	1	1
dominic	دومينيك	0.478	5	5
module	وحدة	0.478	7	7
spokesperson	المتحدث باسم	0.478	2	2
#bank	#بنك	0.478	1	1
slob	الجلف	0.478	12	12
regine	ريجين	0.478	1	1
#isolated	#معزول	0.478	1	1
wirt	ويرت	0.478	1	1
offset	عوض	0.478	2	2
immobile	غير متحرك	0.478	1	1
weo	تقرير آفاق الاقتصاد العالمي	0.478	1	1
niles	النيلين	0.478	1	1
anythings	انيثينجز	0.478	1	1
silhouettes	الصور الظلية	0.478	1	1
vl	فل	0.478	2	2
footprint	البصمة	0.478	1	1
#believing	#الاعتقاد	0.478	1	1
untapped	غير مستغل	0.478	1	1
ovens	أفران	0.478	3	3
#fried	#المقلية	0.478	1	1
salvage	إنقاذ	0.478	2	2
mosh	موشي	0.478	7	7
weeded	ينتقون	0.478	1	1
spic	متكلم بالإسبانية	0.478	1	1
sudanese	سوداني	0.478	1	1
grinders	المطاحن	0.478	1	1
blemishes	العيوب	0.478	1	1
rancho	رانشو	0.478	1	1
#anybody	#أي_شخص	0.478	1	1
cursive	مخطوطة	0.478	9	9
defy	تحدى	0.478	2	2
revisit	إعادة النظر	0.478	1	1
pq	الانفصالى	0.478	1	1
narrate	حكى	0.478	2	2
regimen	حمية	0.478	2	2
countess	زوجة الكونت	0.478	1	1
carmen	كارمن	0.478	5	5
#chiro	#باديكير	0.478	1	1
ich	التراث الثقافي غير المادي	0.478	2	2
#scones	#الكعكات	0.478	1	1
#gam	#أمانة_عمان_الكبرى	0.478	1	1
grease	شحم	0.478	57	57
boardman	بوردمان	0.478	1	1
#dropped	#إسقاط	0.478	1	1
mallet	مطرقة	0.478	1	1
deserted	مهجور	0.478	3	3
crossbow	قوس ونشاب	0.478	1	1
broadside	هجوم مركز	0.478	1	1
paved	مبلط	0.478	3	3
#erm	#إدارة_مخاطر_المؤسسات	0.478	1	1
shrimps	الجمبري	0.478	1	1
thrills	الاثارة	0.478	3	3
#trainers	#المدربين	0.478	1	1
heritage	تراث	0.478	6	6
idaho	ايداهو	0.478	4	4
aires	بوينس	0.478	1	1
completions	الاكمال	0.478	1	1
#highlights	#يسلط_الضوء_على	0.478	2	2
nervousness	الهلع	0.478	2	2
automat	المطعم الالي	0.478	1	1
consulted	استشارة	0.478	1	1
muscled	العضلات	0.478	1	1
faintly	بصوت ضعيف	0.478	1	1
roadster	دراجة	0.478	1	1
touristy	السياحية	0.478	1	1
#pajamas	#منامة	0.478	1	1
rajon	راجون	0.478	3	3
sta	ستا	0.478	2	2
philippines	الفلبين	0.478	7	7
howl	عواء	0.478	6	6
peeps	شكاوى	0.478	44	44
hearse	عربة الموتى	0.478	1	1
seagull	نورس طائر مائي	0.478	5	5
honks	يزمر	0.478	1	1
#mummy	#مومياء	0.478	1	1
indefinitely	إلى أجل غير مسمى	0.478	4	4
abstain	امتنع	0.478	1	1
nervo	العصب	0.478	1	1
fireball	كرة نارية	0.478	5	5
vv	ت ت	0.478	1	1
#tru	#ترو	0.478	2	2
#therapy	#علاج	0.478	3	3
pecs	بيكس	0.478	2	2
epitomizes	يلخص	0.478	2	2
supercharged	سوبر تشارج	0.478	2	2
assembled	تجميعها	0.478	1	1
dutchman	الهولندي	0.478	1	1
knightsbridge	نايتسبريدج	0.478	1	1
traore	تراوري	0.478	3	3
pressures	الضغوط	0.478	3	3
#singh	#سينغ	0.478	1	1
sneaks	الخونة	0.478	6	6
pledged	تعهد	0.478	2	2
indo	الهندية	0.478	2	2
townhouses	المنازل	0.478	1	1
newscast	نشرة الأخبار	0.478	2	2
